Company,Symbol,Managers,Offer Date,Offer Price,1st Day Close,Current Price,Return
Endurance Specialty Holdings,ENH,Goldman Sachs/Merrill Lynch,2-28-03,$23.00,$23.00,$23.01,0.00%
Telkom SA,TKG,Deutsche Bank/Merrill Lynch,3-4-03,$13.98,$13.90,$14.10,-0.57%
iPayment,IPMT,Bear Stearns/Wachovia,5-12-03,$16.00,$21.02,$19.30,31.38%
Redline Performance Products,RED,GunnAllen Financial,5-15-03,$4.50,$4.50,$4.50,0.00%
FormFactor,FORM,Morgan Stanley,6-11-03,$14.00,$17.58,$19.00,25.57%
Maguire Properties,MPG,CS First Boston/Citigroup,6-24-03,$19.00,$19.00,$19.00,0.00%
American Financial Realty Trust,AFR,Banc of America/Friedman Billings,6-24-03,$12.50,$14.25,$14.25,14.00%
Molina Healthcare,MOH,Banc of America/CIBC World Markets,7-1-03,$17.50,$20.00,$21.00,14.29%
AXIS Capital Holdings Limited,AXS,Morgan Stanley/Citigroup Capital Markets,7-1-03,$22.00,$25.55,$25.50,16.14%
Digital Theater Systems,DTSI,SG Cowen,7-9-03,$17.00,$24.92,$21.00,46.59%
InterVideo,IVII,SG Cowen/SoundView Technology,7-16-03,$14.00,$18.69,$19.00,33.50%
Integrated Alarm Services Group,IASG,Friedman Billings,7-23-03,$9.25,$9.43,$9.41,1.95%
iPass,IPAS,Morgan Stanley/CS First Boston,7-23-03,$14.00,$18.67,$14.00,33.36%
NETGEAR,NTGR,Lehman Brothers,7-30-03,$14.00,$17.69,$19.15,26.36%
Citadel Broadcasting,CDL,Goldman Sachs/CS First Boston,8-1-03,$19.00,$20.65,$20.75,8.68%
CapitalSource,CSE,CS First Boston/Citigroup/Wachovia,8-6-03,$14.50,$18.20,$16.95,25.52%
Direct General,DRCT,"Keefe, Bruyette & Woods",8-11-03,$21.00,$25.00,$23.75,19.05%
Texas Capital Bancshares,TCBI,Lehman Brothers,8-12-03,$11.00,$11.99,$11.89,9.00%
Gladstone Commercial,GOOD,"Ferris, Baker, Watts/Jefferies",8-12-03,$15.00,$15.03,$15.40,0.20%
Providence Service,PRSC,SunTrust Robinson Humphrey/Jefferies,8-18-03,$12.00,$14.00,$13.25,16.67%
Ashford Hospitality Trust,AHT,Friedman Billings,8-26-03,$9.00,$9.00,$9.00,0.00%
National Financial Partners,NFP,Goldman Sachs/Merrill Lynch,9-17-03,$23.00,$26.25,$26.25,14.13%
SigmaTel,SGTL,Merrill Lynch/JP Morgan,9-18-03,$15.00,$19.80,$19.00,32.00%
Journal Co.,JRN,Morgan Stanley/Robert W. Baird,9-23-03,$15.00,$16.25,$16.10,8.33%
AMIS Holdings,AMIS,CS First Boston/Goldman Sachs,9-23-03,$20.00,$20.10,$21.06,0.50%
Anchor Glass Container,AGCC,Credit Suisse First Boston/Merrill Lynch,9-24-03,$16.00,$16.80,$15.90,5.00%
RedEnvelope,REDE,WR Hambrecht+Co.,9-24-03,$14.00,$14.55,$14.85,3.93%
LKQ,LKQX,Robert W. Baird/Jefferies,10-2-03,$13.00,$15.01,$14.25,15.46%
Acusphere,ACUS,SG Cowen,10-7-03,$14.00,$14.03,$16.02,0.21%
DigitalNet Holdings,DNET,Citigroup/UBS Investment Bank,10-9-03,$17.00,$20.96,$19.66,23.29%
Advancis Pharmaceutical,AVNC,Lehman Brothers,10-16-03,$10.00,$10.00,$10.01,0.00%
First Potomac Realty Trust,FPO,Ferris Baker Watts/McDonald Investments,10-23-03,$15.00,$16.03,$15.80,6.87%
Carter's,CRI,Goldman Sachs,10-23-03,$19.00,$24.65,$24.05,29.74%
CancerVex,CNVX,Lehman Brothers,10-29-03,$12.00,$12.00,$12.01,0.00%
Genitope,GTOP,WR Hambrecht+Co.,10-29-03,$9.00,$10.00,$9.00,11.11%
Centennial Specialty Foods,CHLE,JP Turner,10-29-03,$5.00,$4.40,$4.50,-12.00%
Myogen,MYOG,CS First Boston/JP Morgan,10-29-03,$14.00,$14.90,$14.30,6.43%
First Marblehead,FMD,Goldman Sachs/JP Morgan,10-30-03,$16.00,$22.15,$18.50,38.44%
Overnite,OVNT,Credit Suisse First Boston/Morgan Stanley,10-30-03,$19.00,$22.16,$21.55,16.63%
NitroMed,NTMD,Deutsche Bank/JP Morgan,11-5-03,$11.00,$9.29,$11.44,-15.55%
Pharmion,PHRM,Morgan Stanley/JP Morgan,11-5-03,$14.00,$14.00,$14.60,0.00%
Coast Financial Holdings,CFHI,Sterne Agee & Leach,11-5-03,$12.00,$13.45,$12.51,12.08%
Quality Distribution,QLTY,Credit Suisse First Boston/Bear Stearns,11-6-03,$17.00,$18.75,$20.36,10.29%
Marlin Business Services,MRLN,US Bancorp Piper Jaffray/Wm Blair,11-11-03,$14.00,$16.15,$15.59,15.36%
Tessera Technologies,TSRA,Lehman Brothers/Merrill Lynch,11-12-03,$13.00,$18.50,$15.09,42.31%
LECG,XPRT,UBS Investment Bank,11-13-03,$17.00,$21.03,$22.01,23.71%
Whiting Petroleum Holdings,WLL,Merrill Lynch/AG Edwards,11-19-03,$15.50,$16.27,$16.40,4.97%
Callidus Software,CALD,Citigroup,11-19-03,$14.00,$17.37,$17.20,24.07%
Buffalo Wild Wings,BWLD,RBC Capital Markets/SG Cowen,11-20-03,$17.00,$22.95,$21.80,35.00%
Nexstar Broadcasting Group,NXST,Banc of America/Bear Stearns,11-24-03,$14.00,$13.25,$13.98,-5.36%
SIRVA,SIR,CS First Boston/Goldman Sachs,11-24-03,$18.50,$18.10,$18.50,-2.16%
SYNNEX,SNX,Bear Stearns,11-24-03,$14.50,$14.20,$14.15,-2.07%
Pinnacle Airlines,PNCL,Morgan Stanley,11-24-03,$14.00,$14.05,$14.01,0.36%
Conn's,CONN,Stephens/SunTrust Robinson Humphrey,11-24-03,$14.00,$15.04,$15.13,7.43%
Open Solutions,OPEN,Bear Stearns,11-25-03,$17.00,$18.66,$19.00,9.76%
Aspen Insurance Holdings,AHL,Credit Suisse First Boston/Goldman Sachs,12-3-03,$22.50,$24.05,$25.00,6.89%
American Equity Investment Life Holding,AEL,Merrill Lynch/Advest,12-3-03,$9.00,$9.05,$9.00,0.56%
Volume Service America Holdings,CVP,CIBC Worldwide/UBS Investment Bank,12-4-03,$15.00,$15.26,$15.10,1.73%
Ctrip.com International,CTRP,Merrill Lynch,12-8-03,$18.00,$33.94,$24.01,88.56%
NPTest Holdings,NPTT,Citigroup/CS First Boston,12-10-03,$12.00,$11.49,$11.60,-4.25%
Nelnet,NNI,JP Morgan/Banc of America,12-10-03,$21.00,$21.80,$22.05,3.81%
Natural Golf,NAX,Gilford Securities,12-11-03,$5.00,$5.00,$5.05,0.00%
Compass Mineral International,CMP,Goldman Sachs/CS First Boston,12-11-03,$13.00,$13.75,$13.00,5.77%
Central Freight Lines,CENF,Bear Stearns,12-11-03,$15.00,$17.35,$16.20,15.67%
China Life Insurance,LFC,China Inter'l/Citigroup/CS First Boston/Deutsche Bank,12-11-03,$18.68,$23.72,$23.25,26.98%
International Steel Group,ISG,Goldman Sachs/UBS Investment Bank,12-11-03,$28.00,$35.20,$33.50,25.71%
Highland Hospitality,HIH,Friedman Billings Ramsey,12-15-03,$10.00,$10.65,$10.50,6.50%
United National Group,UNGL,Merrill Lynch,12-15-03,$17.00,$17.50,$17.00,2.94%
Falcon Financial Investment,FLCN,Friedman Billings Ramsey,12-16-03,$9.00,$9.05,$8.95,0.56%
Provide-Commerce,PRVD,SG Cowen,12-16-03,$15.00,$13.00,$15.50,-13.33%
Orbitz,ORBZ,Goldman Sachs/CS First Boston,12-16-03,$26.00,$24.98,$30.00,-3.92%
Universal Technical Institute,UTI,Credit Suisse First Boston,12-16-03,$20.50,$26.35,$24.50,28.54%
Knology,KNOL,UBS Investment Bank,12-17-03,$9.00,$9.38,$9.10,4.22%
Tempur-Pedic International,TPX,Lehman Brothers/Goldman Sachs,12-17-03,$14.00,$15.50,$14.00,10.71%
Franklin Bank,FBTX,Friedman Billings Ramsey,12-17-03,$14.50,$17.80,$16.74,22.76%
Luminent Mortgage Capital,LUM,Friedman Billings Ramsey,12-18-03,$13.00,$13.55,$13.55,4.23%
Kintera,KNTA,SG Cowen,12-19-03,$7.00,$10.30,$7.96,47.14%
Synaptics,SYNA,Bear Stearns,1-28-02,$11.00,$13.11,$13.11,19.18%
ZymoGenetics,ZGEN,Lehman Brothers/Merrill Lynch,2-1-02,$12.00,$12.05,$12.01,0.42%
Carolina Group (Loews Corp.),CG,Salomon Smith Barney/Morgan Stanley,2-1-02,$28.00,$29.10,$30.05,3.93%
Sunoco Logistics Partners,SXL,Lehman Brothers,2-5-02,$20.25,$22.10,$21.25,9.14%
ManTech International,MANT,Jefferies,2-7-02,$16.00,$18.21,$17.10,13.81%
Wimm Bill Dann Foods,WBD,ING Barings,2-8-02,$19.50,$22.60,$22.00,15.90%
GameStop,GME,Salomon Smith Barney,2-13-02,$18.00,$20.10,$19.50,11.67%
PayPal,PYPL,Salomon Smith Barney,2-15-02,$13.00,$20.09,$15.41,54.54%
PETCO Animal Supplies,PETC,Merrill Lynch/Morgan Stanley,2-22-02,$19.00,$20.00,$19.36,5.26%
Integrated Defense,IDE,Credit Suisse First Boston,2-27-02,$22.00,$25.00,$26.75,13.64%
Tsakos Energy Navigation,TNP,JP Morgan,3-5-02,$15.00,$15.10,$15.90,0.67%
WCI Communities,WCI,UBS Warburg,3-12-02,$19.00,$22.67,$22.60,19.32%
Anteon International,ANT,Goldman Sachs,3-12-02,$18.00,$20.05,$21.00,11.39%
Asbury Automotive Group,ABG,Goldman Sachs/Merrill Lynch,3-14-02,$16.50,$16.80,$16.90,1.82%
Alcon,ACL,CS First Boston/Merrill Lynch,3-21-02,$33.00,$34.00,$33.90,3.03%
Travelers Property Casualty,TAP.A,Salomon Smith Barney,3-22-02,$18.50,$19.56,$19.55,5.73%
MedSource Technologies,MEDT,Morgan Stanley,3-27-02,$12.00,$13.00,$12.51,8.33%
Empire Financial Holding,EFH,Keefe Bruyette,4-9-02,$6.00,$5.35,$6.00,-10.83%
Ribapharm,RNA,UBS Warburg,4-12-02,$10.00,$10.80,$10.00,8.00%
JetBlue Airways,JBLU,Morgan Stanley/Merrill Lynch,4-12-02,$27.00,$45.00,$37.52,66.67%
ExpressJet Holdings,XJT,Salomon Smith Barney/Morgan Stanley,4-18-02,$16.00,$16.00,$17.10,0.00%
Medical Staffing Network Holdings,MRN,Lehman Brothers,4-18-02,$19.00,$21.50,$23.00,13.16%
Heritage Property Invest. Trust,HTG,Merrill Lynch,4-24-02,$25.00,$25.05,$25.10,0.20%
DOV Pharmaceutical,DOVP,CIBC World Markets/Lehman Brothers,4-25-02,$13.00,$8.70,$11.25,-33.08%
Premcor,PCO,Morgan Stanley/Credit Suisse First Boston,4-29-02,$24.00,$28.25,$27.75,17.71%
LIN TV,TVL,Deutsche Bank Securities,5-3-02,$22.00,$25.00,$23.00,13.64%
Quinton Cardiology Systems,QUIN,Adams Harkness,5-7-02,$7.00,$7.19,$7.50,2.71%
Regal Entertainment Group,RGC,CS First Boston/Lehman Brothers,5-9-02,$19.00,$21.75,$22.00,14.47%
Verint Systems,VRNT,Lehman Brothers,5-16-02,$16.00,$14.49,$16.10,-9.44%
Dickie Walker Marine,DWMA,Schneider Securities,5-16-02,$5.00,$5.32,$5.26,6.40%
Aeropostale,ARO,Bear Stearns/Merrill Lynch,5-16-02,$18.00,$27.75,$24.90,54.17%
Kyphon,KYPH,US Bancorp Piper Jaffray,5-17-02,$15.00,$17.05,$18.31,13.67%
MarkWest Energy Partners,MWE,AG Edwards/RBC Capital,5-21-02,$20.50,$20.55,$21.50,0.24%
Computer Programs and Systems,CPSI,Morgan Keegan/Raymond James,5-21-02,$16.50,$18.12,$17.50,9.82%
Liquidmetals Technologies,LQMT,Merrill Lynch,5-22-02,$15.00,$15.03,$15.01,0.20%
Altiris,ATRS,CS First Boston,5-23-02,$10.00,$8.87,$9.00,-11.30%
Eon Labs,ELAB,CS First Boston/Goldman Sachs,5-23-02,$15.00,$15.05,$15.01,0.33%
Netflix,NFLX,Merrill Lynch,5-23-02,$15.00,$16.75,$16.19,11.67%
SRA International,SRX,Salomon Smith Barney,5-24-02,$18.00,$22.70,$22.25,26.11%
Overstock.com,OSTK,WR Hambrecht+Co,5-30-02,$13.00,$13.03,$13.50,0.23%
Plumtree Software,PLUM,Goldman Sachs,6-4-02,$8.50,$8.50,$9.61,0.00%
Veridian,VNX,Credit Suisse First Boston,6-5-02,$16.00,$18.15,$18.00,13.44%
Pacer International,PACR,CS First Boston/Bear Stearns,6-12-02,$15.00,$15.95,$15.00,6.33%
Printcafe Software,PCAF,UBS Warburg,6-18-02,$10.00,$8.00,$10.01,-20.00%
CTI Molecular Imaging,CTMI,Credit Suisse First Boston,6-20-02,$17.00,$19.50,$17.35,14.71%
Big 5 Sporting Goods,BGFV,Credit Suisse First Boston,6-25-02,$13.00,$13.17,$13.01,1.31%
Hewitt Associates,HEW,Goldman Sachs,6-27-02,$19.00,$23.50,$22.00,23.68%
MTC Technologies,MTCT,Legg Mason Wood Walker,6-28-02,$17.00,$18.80,$20.01,10.59%
Inveresk Research Group,IRGI,Bear Stearns/UBS Warburg,6-28-02,$13.00,$13.01,$13.01,0.08%
CIT Group,CIT,Goldman Sachs/Lehman Brothers,7-1-02,$23.00,$22.00,$23.00,-4.35%
Kirkland's,KIRK,Merrill Lynch,7-11-02,$15.00,$14.85,$15.10,-1.00%
HealtheTech,HETC,UBS Warburg/CS First Boston,7-12-02,$7.50,$7.60,$7.74,1.33%
Red Robin Gourmet Burgers,RRGB,Banc of America/US Bancorp Piper Jaffray,7-19-02,$12.00,$12.22,$12.26,1.83%
Pacific Energy Partners,PPX,Salomon Smith Barney,7-23-02,$19.50,$19.00,$19.50,-2.56%
LeapFrog Enterprises,LF,Merrill Lynch/Salomon Smith Barney,7-25-02,$13.00,$15.85,$15.50,21.92%
Windrose Medical Properties Trust,WRS,"Ferris, Baker Watts/Morgan Keegan",8-16-02,$12.00,$12.00,$12.00,0.00%
Montpelier Re Holdings,MRH,Morgan Stanley/BofA/CS First Boston,10-10-02,$20.00,$23.50,$22.00,17.50%
Newcastle Investment,NCT,Bear Stearns/Lehman Brothers,10-10-02,$13.00,$12.50,$13.00,-3.85%
Natural Resource Partners,NRP,Salomon Smith Barney/Lehman Brothers,10-11-02,$20.00,$19.40,$20.00,-3.00%
Enbridge Energy Management LLC,EEQ,Goldman Sachs,10-11-02,$39.00,$36.99,$38.25,-5.15%
Dick's Sporting Goods,DKS,Merrill Lynch/Goldman Sachs,10-16-02,$12.00,$13.15,$12.25,9.58%
Taylor Capital Group,TAYC,"Keefe, Bruyette/Stifel Nicolaus",10-16-02,$16.50,$16.95,$17.75,2.73%
U.S.I. Holdings,USIH,Merrill Lynch/JP Morgan,10-22-02,$10.00,$10.00,$10.01,0.00%
Wynn Resorts,WYNN,Deutsche Bank Securities/Bear Stearns/Banc of America,10-25-02,$13.00,$13.01,$13.01,0.08%
Platinum Underwriters Holdings,PTP,GoldmanSachs/Merrill Lynch/SSB,10-29-02,$22.50,$24.99,$25.00,11.07%
Platinum Underwriters Holdings,PTP Pr M,GoldmanSachs/Merrill Lynch/SSB,10-29-02,$25.00,$27.46,$27.13,9.84%
Martin Midstream Partners LP,MMLP,Raymond James,11-1-02,$19.00,$17.70,$19.00,-6.84%
Harrington West Financial Group,HWFG,RBC Capital Markets,11-6-02,$12.00,$12.20,$11.90,1.67%
Portfolio Recovery Associates,PRAA,William Blair/US Bancorp Piper Jaffray,11-8-02,$13.00,$15.45,$14.75,18.85%
WellChoice,WC,Credit Suisse First Boston,11-8-02,$25.00,$27.20,$28.50,8.80%
SI International,SINT,Wachovia/Legg Mason,11-12-02,$14.00,$14.00,$14.01,0.00%
China Telecom,CHA,Morgan Stanley/Merrill Lynch/ China Int'l,11-14-02,$18.98,$17.96,$18.75,-5.37%
Constar International,CNST,Salomon Smith Barney/Deutsche Bank,11-15-02,$12.00,$11.85,$12.00,-0.0125
IMPAC Medical Systems,IMPC,Thomas Weisel Partners,11-20-02,$15.00,$17.72,$16.05,18.13%
Cosi,COSI,William Blair,11-22-02,$7.00,$7.60,$7.50,8.57%
Safety Insurance Group,SAFT,CSFirst Boston/Jefferies,11-22-02,$12.00,$12.90,$12.05,7.50%
Chicago Mercantile Exchange,CME,Morgan Stanley/UBS Warburg,12-6-02,$35.00,$42.90,$39.00,22.57%
Seagate Technology Holdings,STX,Morgan Stanley/Salomon Smith Barney,12-11-02,$12.00,$11.50,$11.50,-4.17%
Crosstex Energy LP,XTEX,A.G. Edwrads & Sons,12-12-02,$20.00,$20.10,$20.10,0.50%
Commercial Capital Bancorp,CCBI,Sandler O'Neill/Friedman Billings,12-18-02,$8.00,$8.00,$8.25,0.00%
VistaCare,VSTA,Lehman Brothers/SG Cowen,12-18-02,$12.00,$15.05,$13.05,25.42%
Ohio Legacy,OLCB,Friedman Billings Ramsey,12-19-02,$8.50,$8.50,$8.55,0.00%
Peet's Coffee & Tea,PEET,W.R. Hambracht,1-25-01,$8.00,$9.38,$8.13,17.19%
Align Technology,ALGN,Deutsche Banc Alex. Brown,1-26-01,$13.00,$17.31,$14.75,33.17%
EXACT Sciences,EXAS,Merrill Lynch,1-31-01,$14.00,$14.75,$14.75,5.36%
ATP Oil & Gas,ATPG,Lehman Brothers,2-6-01,$14.00,$14.00,$14.06,0.00%
Williams Energy Partners,WEG,Lehman Brothers/ Banc of America Securities,2-6-01,$21.50,$24.00,$24.00,11.63%
KPMG Consulting,KCIN,Morgan Stanley Dean Witter,2-8-01,$18.00,$23.48,$20.44,30.47%
Oil States International,OIS,Merrill Lynch/Credit Suisse First Boston,2-9-01,$9.00,$9.15,$9.02,1.67%
Third Wave Tech,TWTI,Lehman Brothers,2-9-01,$11.00,$11.06,$11.00,0.57%
AquaCell Technologies,AQA,Somerset Financial,2-12-01,$5.00,$5.00,$5.00,0.00%
GMX Resources,GMXR/GMXRW,Paulson,2-13-01,$8.00,$8.00,$7.75,0.00%
Riverstone Networks,RSTN,Morgan Stanley Dean Witter,2-16-01,$12.00,$13.06,$13.50,8.85%
CNOOC,CEO,Merrill Lynch/Credit Suisse First Boston,2-21-01,$15.40,$16.12,$16.50,4.68%
AFC Enterprises,AFCE,"Goldman, Sachs/Credit Suisse First Boston",3-2-01,$17.00,$20.38,$19.50,19.85%
Stelmar Shipping,SJH,Jefferies/Alpha Finance,3-6-01,$12.00,$12.25,$12.25,2.08%
Seattle Genetics,SGEN,J.P. Morgan,3-7-01,$7.00,$8.25,$7.66,17.86%
Encore Acquisition,EAC,"Goldman, Sachs",3-9-01,$14.00,$14.55,$15.00,3.93%
Loudcloud,LDCL,"Goldman, Sachs/MSDW",3-9-01,$6.00,$6.14,$6.03,2.34%
SureBeam,SURE,Merrill Lynch,3-16-01,$10.00,$8.59,$10.02,-14.06%
Verisity,VRST,Robertson Stephens,3-21-01,$7.00,$8.00,$8.38,14.29%
Agere Systems,AGR,Morgan Stanley Dean Witter,3-28-01,$6.00,$6.02,$6.05,0.33%
Select Medical,SLMC,Merrill Lynch,4-5-01,$9.50,$10.13,$9.56,6.58%
Shamrock Logistics,UDL,Goldman Sachs,4-10-01,$24.50,$28.00,$27.55,14.29%
Aquila,ILA,Lehman Brothers/Merrill Lynch,4-23-01,$24.00,$27.85,$29.75,16.04%
Reliant Resources,RRI,Goldman Sachs/Credit Suisse First Boston,5-1-01,$30.00,$33.00,$34.00,10.00%
BRIAZZ,BRZZ,WR Hambrecht + Co.,5-2-01,$8.00,$8.03,$8.05,0.37%
Simplex Solutions,SPLX,Credit Suisse First Boston,5-2-01,$12.00,$21.20,$15.15,76.67%
TASER International,TASRU,Paulson Investment,5-8-01,$13.00,$12.83,$12.50,-1.31%
Kinder Morgan Management,KMR,Goldman Sachs,5-15-01,$70.41,$70.50,$70.75,0.13%
Tellium,TELM,Morgan Stanley Dean Witter,5-17-01,$15.00,$20.93,$21.81,39.53%
Instinet Group LLC,INET,CS First Boston /DB Alex Brown,5-18-01,$14.50,$17.65,$17.00,21.72%
Global Power Equip. Group,GEG,CS First Boston/Salomon Smith Barney,5-18-01,$20.00,$31.45,$29.50,57.25%
Peabody Energy,BTU,Lehman Brothers,5-22-01,$28.00,$36.80,$36.00,31.43%
Smith & Wollensky,SWRG,CE Unterberg Towbin,5-23-01,$8.50,$7.77,$8.51,-8.59%
Unilab,ULAB,Salomon Smith Barney/CF First Boston,6-6-01,$16.00,$23.00,$21.50,43.75%
Torch Offshore,TORC,UBS Warburg,6-7-01,$16.00,$16.63,$18.11,3.94%
Alliance Data Systems,ADS,Bear Stearns/Merrill Lynch,6-8-01,$12.00,$14.00,$13.19,16.67%
United Surgical Partners,USPI,Credit Suisse First Boston,6-8-01,$14.00,$18.12,$15.11,29.43%
General Maritime,GMR,Lehman Brothers,6-12-01,$18.00,$16.75,$18.00,-6.94%
Willis Group Holdings,WSH,Salomon Smith Barney,6-12-01,$13.50,$16.60,$16.50,22.96%
Kraft Foods,KFT,Credit Suisse First Boston/Salomon Smith Barney,6-13-01,$31.00,$31.25,$31.50,0.81%
Odyssey Re Holdings,ORH,Banc of America/CIBC World Markets,6-14-01,$18.00,$17.20,$17.80,-4.44%
FMC Technologies,FTI,Merrill Lymch,6-14-01,$20.00,$22.00,$21.55,10.00%
STATOIL ASA,STO,Morgan Stanley Dean Witter/UBS Warburg,6-18-01,$7.47,$7.48,$7.48,0.13%
Princeton Review,REVU,J.P. Morgan,6-19-01,$11.00,$9.50,$11.01,-13.64%
Phoenix Companies,PNX,Morgan Stanley Dean Witter/Merrill Lynch,6-20-01,$17.50,$16.76,$17.80,-4.23%
Multilink Technology,MLTC,Credit Suisse First Boston,6-21-01,$9.00,$11.90,$9.50,32.22%
Galyan's Trading,GLYN,Goldman Sachs/Salomon Smith Barney,6-27-01,$19.00,$20.47,$20.00,7.74%
Monolithic System Technology,MOSY,A.G. Edwards & Sons,6-28-01,$10.00,$11.22,$10.01,12.20%
Wright Medical Group,WMGI,JP Morgan,7-13-01,$12.50,$15.61,$15.31,24.88%
Accenture,ACN,Goldman Sachs/Morgan Stanley Dean Witter,7-19-01,$14.50,$15.17,$15.10,4.62%
Natus Medical,BABY,Dain Rauscher Wessels,7-20-01,$11.00,$14.45,$11.50,31.36%
MedCath,MDTH,Deutsche Banc Alex. Brown/Banc of America,7-24-01,$25.00,$25.87,$25.01,3.48%
Inergy LP,NRGY,A.G. Edwards & Sons,7-26-01,$22.00,$23.00,$23.26,4.55%
Alliance Imaging,AIQ,Deutsche Banc Alex. Brown/Salomon Smith Barney,7-27-01,$13.00,$13.15,$13.00,1.15%
PDF Solutions,PDFS,Credit Suisse First Boston,7-27-01,$12.00,$15.15,$13.40,26.25%
HPL Technologies,HPLA,UBS Warburg,7-31-01,$11.00,$13.35,$13.56,21.36%
Bunge,BG,Morgan Stanley/Credit Suisse First Boston,8-2-01,$16.00,$16.00,$16.00,0.00%
Omnicell,OMCL,US Bancorp Piper Jaffray,8-7-01,$7.00,$9.51,$7.20,35.86%
Intier Automotive,IAIA,BMN Nesbitt Burns/Credit Suisse First Boston,8-9-01,$13.72,$14.00,$13.70,2.04%
Mykrolis,MYK,Banc of America/Salomon Smith Barney,8-10-01,$15.00,$16.25,$17.25,8.33%
Max Re Capital,MXRE,Morgan Stanley/Salomon Smith Barney,8-14-01,$16.00,$15.50,$15.80,-3.13%
Given Imaging,GIVN,Lehman Brothers/CSFirst Boston,10-4-01,$12.00,$12.47,$12.46,3.92%
TheraSense,THER,US Bancorp Piper Jaffray,10-11-01,$19.00,$24.92,$24.25,31.16%
Principal Financial Group,PFG,Goldman Sachs,10-23-01,$18.50,$21.00,$20.50,13.51%
Penn Virginia Resources Partners,PVR,Lehman Brothers/UBS Warburg,10-25-01,$21.00,$22.70,$22.75,8.10%
Cross Country,CCRN,Merrill Lynch/Salomon Smith Barney,10-25-01,$17.00,$20.37,$20.26,19.82%
Anthem,ATH,Goldman Sachs,10-30-01,$36.00,$40.90,$40.50,13.61%
LogicVision,LGVN,UBS Warburg,10-31-01,$9.00,$9.61,$9.71,6.78%
Odyssey HealthCare,ODSY,Merrill Lynch,10-31-01,$15.00,$17.25,$15.90,15.00%
AMERIGROUP,AMGP,Banc of America/UBS Warburg,11-6-01,$17.00,$20.90,$17.29,22.94%
Advisory Board (The),ABCO,CS First Boston/DB Alex Brown,11-13-01,$19.00,$24.25,$22.55,27.63%
AMN Healthcare Services,AHS,Banc of America/UBS/JP Morgan,11-13-01,$17.00,$21.66,$21.00,27.41%
Fisher & Paykel HealthCare,FPHC,Deutsche Banc Alex Brown,11-13-01,$18.00,$22.95,$21.55,27.50%
dj Orthopedics,DJO,Goldman Sachs/JP Morgan,11-15-01,$17.00,$15.25,$17.00,-10.29%
BAM! Entertainment,BFUN,Jefferies/Morgan Keegan,11-15-01,$8.00,$8.71,$8.60,8.88%
Weight Watchers International,WTW,CS First Boston/Goldman Sachs,11-15-01,$24.00,$29.50,$29.75,22.92%
Diversity Security Group,DVS,GunnAllen Financial,11-16-01,$7.00,$8.14,$7.25,16.29%
microHelix,MHLXU,Paulson Investment,11-16-01,$6.00,$5.85,$5.80,-2.50%
Magma Design Automation,LAVA,Credit Suisse First Boston,11-20-01,$13.00,$18.99,$18.25,46.08%
MedicalCV,MDCVU,Equity Securities,11-21-01,$4.50,$4.00,$4.50,-11.11%
VCA Antech,WOOF,CS First Boston/Goldman Sachs,11-21-01,$10.00,$9.34,$9.10,-6.60%
MCG Capital,MCGC,"Friedman, Billingd Ramsey",11-29-01,$17.00,$16.77,$15.50,-1.35%
Aluminum Corp of China (Chalco),ACH,Morgan Stanley/ China Int'l/Merrill Lynch,12-5-01,$17.69,$18.27,$18.40,3.28%
Lawson Software,LWSN,Lehman Brothers,12-7-01,$14.00,$15.82,$15.53,13.00%
ARAMARK Worldwide,RMK,Goldman Sachs/JP Morgan,12-11-01,$23.00,$25.40,$26.00,10.43%
Converium Holdings,CHR,UBS Warburg,12-11-01,$24.59,$24.59,$24.68,0.00%
NetScreen Thecnologies,NSCN,Goldman Sachs,12-12-01,$16.00,$23.72,$23.76,48.25%
Centene,CNTE,SG Cowen Securities,12-13-01,$14.00,$17.20,$14.27,22.86%
Prudential Financial,PRU,"Goldman, Sachs/Prudential Securities",12-13-01,$27.50,$29.30,$29.10,6.55%
Nassda,NSDA,Robertson Stephens/SG Cowen,12-13-01,$11.00,$15.45,$15.25,40.45%
Northwest Biotherapeutics,NWBT,"C.E. Unterberg, Towbin",12-14-01,$5.00,$5.31,$5.10,6.20%
United Defense Industries,UDI,Lehman Brothers/Goldman Sachs,12-14-01,$19.00,$19.27,$20.10,1.42%
Bruker AXS,BAXS,UBS Warburg/Thomas Weisel Partners,12-14-01,$6.00,$6.50,$6.50,8.33%
American Pharmaceutical Partners,APPX,CIBC World Markets,12-14-01,$16.00,$19.75,$18.15,23.44%
Sequoia Software,SQSW,Lehman Brothers,5-12-00,$8.00,$10.06,$10.25,25.78%
US Unwired,UNWR,Donaldson Lufkin & Jenrette,5-18-00,$11.00,$11.06,$11.03,0.57%
Nogatech,NGTC,W.R. Hambrecht+Co,5-18-00,$12.00,$9.41,$11.88,-21.61%
iBEAM Broadcasting,IBEM,Morgan Stanley Dean Witter,5-18-00,$10.00,$14.00,$11.50,40.00%
New Focus,NUFO,Credit Suisse First Boston,5-18-00,$20.00,$51.00,$40.00,155.00%
CoolSavings.com,CSAV,Chase H&Q,5-19-00,$7.00,$5.53,$7.00,-20.98%
PixelWorks,PXLW,Salomon Smith Barney,5-19-00,$10.00,$10.89,$11.25,8.91%
Parthus Technologies,PRTH,"Goldman, Sachs",5-19-00,$12.60,$20.81,$20.00,65.18%
